RD_WRITE_DT,RD_RATING,RD_ITEM_NM,RD_CONTENT,RD_OPTION_SIZE,RD_OPTION_COLOR,RD_REVIEWER_INFO,RD_REVIEW_IMAGES,PRODUCT_TITLE
20240705,4,,아직 사용전이지만 좋을거같아여,,,,,[스테파니미초바PICK] 조선미녀 맑은쌀꿀채운마스크 150ml
20240705,5,,촉촉하고 좋네영 굿굿,,,,,[스테파니미초바PICK] 조선미녀 맑은쌀꿀채운마스크 150ml
20240626,5,,오~~~~~~~ 역시 쌀!! 받자마자 너무 궁금해서 써봤는데요 바를때 냄새도 고소하고 ㅋㅋㅋ 세안후 얼굴이 맑아지고 보드라워졌어요 ~ 느낌이 너무 좋아요 👍🏻👍🏻👍🏻🥰 앞으로 계속 쓰려구요! 다른제품들도 너무 궁금하네요 😇😇😇,,,,,[스테파니미초바PICK] 조선미녀 맑은쌀꿀채운마스크 150ml
20240615,5,,호호 간만에 괜찮은 물건 발견했습니다. 조선미녀에서 처음 써본 제품이고요. 제가 워시오프 마스크에 관심이 많아서 구입했습니다. 외국인이 제조에 참여한 한국 전통 성분으로 만든 마스크라... 뭔가 복잡하긴한데 뭐 물건만 좋게 잘 나오면 그만이지요. 제가 또 막걸리 러버인데 막걸리를 주성분으로 만든 마스크라니 어머 이건 사아돼 하면서 구입했습니다. 2개를 일단 구입했는데 하나 써보고 만약에 별로다 싶으면 나머지 하나는 반품할려고 했는데 다행히 둘다 쓰기로 했습니다. 사실 일본에 이거 비슷하게 돈키호테 이런곳에 가면 비슷한 마스크를 파는데요. 막 어머 이건 사야돼 정도는 아니지만 항상 구입해오는 마스크였는데 이제는 안 그래도 되겠네요. 다만 아쉬운 점은... 저는 조선미녀 제품이 처음이고 화장품 쇼핑을 즐겨하는데 이렇게 사은품 하나 없이 본품만 달랑온건 정말 오랜만입니다...^^ 저 같이 조선미녀를 처음 접해보는 사람들을 위해 작은 사은품이라도 챙겨주시면 더 좋을거 같아요~,,,,,[스테파니미초바PICK] 조선미녀 맑은쌀꿀채운마스크 150ml
20240608,5,,고소한향이나고 발림성이 엄청 부드럽네요 팩하고난뒤 피부가 보들보들해져요ㅎㅎ,,,,,[스테파니미초바PICK] 조선미녀 맑은쌀꿀채운마스크 150ml
20240528,5,,매우 순하고 향도 좋고 미맥 느낌 팡팡 강추 에요 :),,,,,[스테파니미초바PICK] 조선미녀 맑은쌀꿀채운마스크 150ml
20250318,5,,가성비도 좋고 대체적으로 마음에 들어요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20250313,5,,아직 사용 전이지만…너무 기대되네요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20250303,5,,아직 사용전이지만 리뷰보니 좋을꺼같네요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20250226,5,,써보니까 좋습니다.,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20250205,5,,배송 빠르고 좋습니다~!,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20250115,5,,배송 빠르고 좋습니다아,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20250114,5,,외국인 친구가 부탁해서 구입 외국에서 더 유명한모양이예요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20250108,5,,생각보다 괜찬은듯합니다,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20241124,4,,부드럽게 발리는 느낌이 좋았ㅎ습니다ㅣ,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20241124,5,,지인 생일선물로 구매했어요 너무 좋다고 하네요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20241026,4,,주변 추천 받아 사서씁니다~~ 깔끔하게 발리는 느낌이 저한테는 딱 맞는거 같아요~,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20241020,5,,지인 생일이라 선물했는데 좋아합니다,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20241013,3,,뒤에 스티커가 붙어있어 제거해봤는데 왜 붙어있죠? ㅋ 촉촉하고 발림성 좋으나 알코올? 냄새가 나고 눈이 따가워요. 이것만 사용하고 재구매는~ 생각해봐야겠어요~,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20241011,5,,제품이 마음에 듭니다,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240926,5,,배송 꼼꼼히 되어있고 만족스럽습니다,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240918,5,,잘쓰고 있어요.. 책상앞에,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240906,5,,촉촉한데 끈적거림은 없어요. 조금만 더 톡톡 두들겨 주면 산뜻해 집니다. 재구매 의사 있습니다. 가서비 좋아요.,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240902,4,,끈적함 이 없습니다 촉촉함이 오래 갑니드,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240828,4,,잘 발리고 백탁현상 없어요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240825,5,,썬크림사서 써보고 좋아서 친구 생일선물로 보내주었네요~~,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240814,5,,촉촉하게 발리는 느낌이 좋습니다,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240813,5,,피부에 트러블이 없고 피곤해도 얼굴에 흡수가 잘 되는것 같네요~,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240808,5,,"너튜브보고 사봤는데, 효과있길...",,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240802,4,,와이프가 좋아합니다. 외국인 친구한테도 소개해주고 싶다네여,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240726,5,,보습력이 좋습니다. 점성이 놉아 쫀득한 느낌이며 흡수력도 좋습니다,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240724,4,,좀 끈적하고 기름진 느낌이 있네요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240718,4,,사용하기 편리합니다,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240709,5,,번들거림 없고 축축하고 바르기 좋습니다,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240708,5,,백탁없고 가볍고 촉촉하게 발려서 화장 전단계에 쓰기 좋아요. 딱 원하는 제품이라 오래 쓸거같아요.,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240708,5,,부드럽고 촉촉하고 눈시림 전혀없고 피부에 물광생겨요 저한테는 너무 잘맞아요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240701,5,,발림성이 아주 좋고 부드럽습니다.,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240701,4,,태국 친구가 이 제품을 쓰고 있다고 해서 선물하려고 주문했어요. 기회되면 저도 사용해봐야겠어요.,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240701,5,,사용감 발림성 괜찮아요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240628,5,,미국친구가 부탁해서 샀어요. 선물용으로 샀는데 뷰티오브조선이 확실히 인기가 많은 것 같아요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240628,4,,세럼이 촉촉하고 흡수도 잘 뎌는것 같아요~,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240626,5,,처음으로 사봐서 잘 모르겠지만 잘쓸게요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240623,4,,가볍고 촉촉해서 부담없이 바를 수 있어요.,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240530,5,,아직 미사용 중이고 제품은 빠르게 잘 도착 했어요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240529,5,,외국친구 선물로 구매했어요.,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20240520,5,,선스틱 구경하다 발견 자극없어 넘 좋아요,,,,,조선미녀 인삼선세럼 50ml SPF 50+ PA++++
20250328,5,,선물용으로 구매했어요,,,,,조선미녀 인삼스네일세럼 30ml
20250326,5,,배송도 빠르고 포장도 파손 걱정 없이 잘 왔습니다. 피부에 잘 맞아 잘 사용하고 있어요,,,,,조선미녀 인삼스네일세럼 30ml
20250314,5,,스네일 성분이 들어있어 옴춍 촉촉 하네요 흡수 잘 되고 바르고 나면 쫀쫀한 느낌 입니다 건성이라 이런 촉촉한세럼 종류를 많이 쓰는데 용량이 아쉽네요,,,,,조선미녀 인삼스네일세럼 30ml
20250309,5,,추천받아서 샀는데 좋아요,,,,,조선미녀 인삼스네일세럼 30ml
20250301,4,,피부가 촉촉해지고 안정화된 감이 들어요.,,,,,조선미녀 인삼스네일세럼 30ml
20250301,5,,피부가 촉촉하고 좋습니다,,,,,조선미녀 인삼스네일세럼 30ml
20250225,5,,외국에 사시는 이모님이 특별히 부탁해서 구매해 보내드려요,,,,,조선미녀 인삼스네일세럼 30ml
20250221,5,,아내가 사용하던 것을 미국에 가져갔는데 며느리가 써보고 좋다하여 주고와서 다시 주문했네요.,,,,,조선미녀 인삼스네일세럼 30ml
20250218,5,,지인주려고 많이 샀어요,,,,,조선미녀 인삼스네일세럼 30ml
20250218,5,,피부가 건조해서 고영양 앰플 구매했어요:),,,,,조선미녀 인삼스네일세럼 30ml
20250121,5,,저렴하게 구매하게 되서 기뻐요. 잘 바르겠습니다,,,,,조선미녀 인삼스네일세럼 30ml
20250110,4,,제품은 좋은거 같은데 위에 선크림이나 비비마르면 밀리게 만드는거 같아요.,,,,,조선미녀 인삼스네일세럼 30ml
20250109,5,,집사람이 사용해보고좋다고 지인에게 선물한다고 주문했습니다. 지인들도 만족했으면 합니다,,,,,조선미녀 인삼스네일세럼 30ml
20250107,5,,미백에 도움되고 흡수력이 좋아요.,,,,,조선미녀 인삼스네일세럼 30ml
20250104,3,,성능에 비해 가격이 높다고 느낍니다.,,,,,조선미녀 인삼스네일세럼 30ml
20241228,5,,조선미녀 선크림에 사은품으로 보내준 샘플을 사용해보고 너무 좋아서 주문하였습니다. 앞으로 애용할 것 같습니다.,,,,,조선미녀 인삼스네일세럼 30ml
20241228,5,,추천받았는데 좋네요 다음에도 사용할게요 가격대비 좋습니다. 추천해요~,,,,,조선미녀 인삼스네일세럼 30ml
20241217,5,,고맙습니다. 언제나처럼 좋습니다.,,,,,조선미녀 인삼스네일세럼 30ml
20241215,5,,아주 만족 줄 잘쓸게요 ㅎㅎ,,,,,조선미녀 인삼스네일세럼 30ml
20241126,5,,추천받았는데 좋네요 다음에도 사용할게요 가격대비 좋습니다. 추천해요~,,,,,조선미녀 인삼스네일세럼 30ml
20241117,5,,흡수력좋고 순한 앰플 찾으시면 이 세럼 추천드려요!!,,,,,조선미녀 인삼스네일세럼 30ml
20241108,5,,잘받앗습니다 고맙습니다,,,,,조선미녀 인삼스네일세럼 30ml
20241101,5,,쌀겨세럼하고 같이 쓰는데 피부결 부드러워진거 같아요.,,,,,조선미녀 인삼스네일세럼 30ml
20241024,5,,아직 잘 모르겠는데 느낌은 좋아요 끈적임없고,,,,,조선미녀 인삼스네일세럼 30ml
20241013,3,,잘은 모르겟씁니당 ㅎㅎ,,,,,조선미녀 인삼스네일세럼 30ml
20241011,5,,아마존에서 핫 아이템이라 구매해봤네요,,,,,조선미녀 인삼스네일세럼 30ml
20241006,5,,레이어드 해서 바르면 더 좋아요~~ 흡수력 좋고 가볍고 촉촉합니다,,,,,조선미녀 인삼스네일세럼 30ml
20241003,4,,좋아요 좋아요 좋아요,,,,,조선미녀 인삼스네일세럼 30ml
20240928,4,,2가지 타입샀는게 요게 훨씬 좋아여,,,,,조선미녀 인삼스네일세럼 30ml
20240913,3,,배송이 넘 느럇어용 ㅜㅜ,,,,,조선미녀 인삼스네일세럼 30ml
20240906,5,,흡수력 좋고 가볍습니당. 스네일이라고 해서 끈적하고 헤비할거라고 생각했는데 전혀 놉... 촉촉하고 잘 스며들어요. 앞으로 더 사용해봐야 알겠지만 첫 사용감은 만족스럽습니다. 제가 모낭염으로 크게 고생하고나서 모낭염 유발성분 없는 화장품 찾아보다가 이 제품을 발견한 거였거든요. 배송 시 페이퍼 테이프에 페이퍼 완충제 등 환경 생각해주시는 면도 좋았습니당.,,,,,조선미녀 인삼스네일세럼 30ml
20240906,5,,너무좋아요 피부결도 매끄러워지고 짱입니다,,,,,조선미녀 인삼스네일세럼 30ml
20240821,5,,광채세럼도 좋지만 인삼세럼이 일등.. 무조건 재구매,,,,,조선미녀 인삼스네일세럼 30ml
20240821,5,,조선미녀 세럼만 써요 흡수력이 젤 좋아요!,,,,,조선미녀 인삼스네일세럼 30ml
20240821,5,,조선 미녀 세럼중 갠적으로 이게 젤 좋은거같아요 재구매의사 무조건 !,,,,,조선미녀 인삼스네일세럼 30ml
20240819,4,,무난하게 사용가능해요,,,,,조선미녀 인삼스네일세럼 30ml
20240725,5,,좋아요 좋아요 좋아요,,,,,조선미녀 인삼스네일세럼 30ml
20240719,5,,좋아요 써보고 후기 남길게오,,,,,조선미녀 인삼스네일세럼 30ml
20240719,5,,엄마 사드렸는데 촉촉하다고 하세요. 좋아하시네요,,,,,조선미녀 인삼스네일세럼 30ml
20240710,5,,녹차세럼도 좋구 인삼세럼도 다 좋아요:) 번갈아 가면서 쓰려고 또 재구매할게요ㅎㅎ,,,,,조선미녀 인삼스네일세럼 30ml
20240709,5,,배송도빠르고 너무좋네요^^,,,,,조선미녀 인삼스네일세럼 30ml
20240604,4,,"은은한 인삼향이 넘 좋구요, 피부에 바르고 톡톡 두드려주면 바로 흡수되는게 느껴집니다",,,,,조선미녀 인삼스네일세럼 30ml
20250408,5,,혼자 리뷰를 몇 개 쓰는 건지🤣🤣 평생 쓸 것 같네요,,,,,조선미녀 산들녹차세럼 30ml
20250326,5,,성분 좋아보이고 심플해서 써봤는데 너무 좋아서 재구매템,,,,,조선미녀 산들녹차세럼 30ml
20250321,5,,여러번 구매해서 사용중으로 최고,,,,,조선미녀 산들녹차세럼 30ml
20250316,5,,늘 믿고 잘 사용하고 있습니다,,,,,조선미녀 산들녹차세럼 30ml
20250213,5,,"늘 감사합니다~~ 아, 조선미녀에서 주문하면 항상 종이 테이프로 배달이 온다는 점이 환경적 측면어서 좋았는데 속포장은 비닐이라서 아쉬웠거든요. 그런데 근래에는 속포장도 종이로 바뀐 점이 좋네요. 제품력 뿐만 아니라 여러가지로 신경 쓰신다는 게 느껴집니다.",,,,,조선미녀 산들녹차세럼 30ml
20250203,5,,항상 잘 사용하고 있습니당,,,,,조선미녀 산들녹차세럼 30ml
20250126,5,,두번째 사용하는 제품으로 추천,,,,,조선미녀 산들녹차세럼 30ml
20250104,5,,좋아요좋아요좋아요좋아요,,,,,조선미녀 산들녹차세럼 30ml
20241226,4,,피부가 예민한 편인데 무난하게 잘 사용했어요. 가을 겨울보단 여름에 쓰기 좋을듯.,,,,,조선미녀 산들녹차세럼 30ml
20241129,5,,좋아용 벌써 3~4통째인 것 같네요,,,,,조선미녀 산들녹차세럼 30ml
20241129,5,,여기에 제 리뷰가 더 많아졌네요...ㅎ 내돈내산 인생찐템 인증ㅠ,,,,,조선미녀 산들녹차세럼 30ml
20241126,5,,해외에서 유명해서 한 번 사봤어요. 한번 써봤는데 피부가 예민한 상태라 더 사용해 보진 못했어요. 제형은 물처럼 흐르진 않고 끈적이지도 않는 정도예요,,,,,조선미녀 산들녹차세럼 30ml
20241030,5,,벌써 몇 번째 리뷰인지 모르겠네요 정착템입니다,,,,,조선미녀 산들녹차세럼 30ml
20241016,5,,30일에 한 통 정도 쓰는 것 같아요. 앰플은 이걸로 정착할 예정입니다.,,,,,조선미녀 산들녹차세럼 30ml
20240929,5,,속건조에 좋고 흡수력 매우 좋고 끈적임 전혀 없고 성분 좋고 가성비 좋음!!! 악건성한테 최강!! 속건조 잡기 최강!! 이런건 아니지만 진짜 손이 잘가는 앰플입니다. 인삼앰플 써보고 마음에 들어서 녹차도 사봤는데 더 촉촉한것 같아서 만족입니다. 화장품 정착템 몇 개 없는데 이건 정착할듯.,,,,,조선미녀 산들녹차세럼 30ml
20240805,5,,"독일인 여자친구가 올 때 구매해달라고 하여 가져왔는데요. 약 복용 시 피부 트러블이 자주 나는데, 아침에 이걸 바른 날은 여드름이나 피부 일어남이 없어서 너무 좋아합니다. ㅎㅎ",,,,,조선미녀 산들녹차세럼 30ml
20240729,5,,좋다고들 해서 한번 구매해봅니다,,,,,조선미녀 산들녹차세럼 30ml
20240719,5,,홍조가 있어서 구매했는데 좋네요. 촉촉합니다.,,,,,조선미녀 산들녹차세럼 30ml
20240612,4,,친구소개로 조선미녀 알게되었고 녹차세럼이 무던해보여서 샀는데 부디 피부에 잘 맞았으면 좋겠어용,,,,,조선미녀 산들녹차세럼 30ml
20250408,4,,first time using Beauty of Joseon,,,,,조선미녀 산뜻청매실클렌저 100ml
20250322,3,,선크림을 잘 쓰고 있어서 한번 사보았습니다. 나쁘지 않네요,,,,,조선미녀 산뜻청매실클렌저 100ml
20250308,4,,제품은 좋은 것 같아요~근데 샘플은 여러개 구매해도 3개만 주셨네요ㅠ 그래서 별하나 뺐어요,,,,,조선미녀 산뜻청매실클렌저 100ml
20250204,5,,산뜻해서 사용하기ㅜ좋아요,,,,,조선미녀 산뜻청매실클렌저 100ml
20250127,5,,외국인 친구가 조선미녀 노래를 부르길래 사봤어요. 선물이라 박스개봉은 못해봤는데 유통기한도 2027년까지 넉넉하고 좋아보여요,,,,,조선미녀 산뜻청매실클렌저 100ml
20250104,5,,세안하고 나서 당김이 없어요,,,,,조선미녀 산뜻청매실클렌저 100ml
20241206,5,,외국인친구가 사용해보고 더 원해서 재구매 합니다,,,,,조선미녀 산뜻청매실클렌저 100ml
20241112,5,,산뜻하고 좋아요 재구매합니당,,,,,조선미녀 산뜻청매실클렌저 100ml
20241022,5,,외국인 친구에게 선물햇어요 좋아햇습니다 ㅎㅎ,,,,,조선미녀 산뜻청매실클렌저 100ml
20240918,5,,순하고부드럽습니다. 건조하지않고 좋아요.,,,,,조선미녀 산뜻청매실클렌저 100ml
20240904,5,,거품이 타제품보단 약간 적긴한데 사용후 당기지않고 수분감있어서 좋아요,,,,,조선미녀 산뜻청매실클렌저 100ml
20240805,5,,약산성이라 거품이 많이 안나긴하지만 저자극이라 세안후 느낌이 산뜻해요 오프라인 접근성이 활성화되면 더 좋을것같습니다!,,,,,조선미녀 산뜻청매실클렌저 100ml
20240724,5,,깨끗하고 산뜻해요~~,,,,,조선미녀 산뜻청매실클렌저 100ml
20240509,5,,선물용으로 샀어요 좋아하네요,,,,,조선미녀 산뜻청매실클렌저 100ml
20241011,5,,배송빠르고 좋아요!,,,,,조선미녀 꽃담필링젤 100ml
20240830,5,,배송도 빠르고 좋아요,,,,,조선미녀 꽃담필링젤 100ml
20240820,5,,녹차세럼은 예쁜 연두색이네요 향이 거의 없고 촉촉합니다 더 사용해봐야 좋은지 알거 같아요 발림도 좋고 끈적이지 않아 좋아요 향이 없는게 더 나은거 같아요 필링젤은 타브랜드처럼 비슷한 느낌이에요 처음 써보는 브랜드인데 가격도 괜찮고 트러블 없어 쭉 써보고 싶네요,,,,,조선미녀 꽃담필링젤 100ml
20250410,5,,외국에서 더 유명한 세럼이에요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250410,4,,외국인 친구가 사다달라 해서 사줬고 좋다고 하네요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250410,3,,리뷰가 좋아서 구매했어요 발림성은 촉촉하니 좋네요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250406,5,,효과 있는 곳 같습니다 좋아 좋아ㅔ,,,,,조선미녀 광채프로폴리스세럼 30ml
20250329,5,,순하고 쫀쫀합니다 민감성인데 트러블 없어여,,,,,조선미녀 광채프로폴리스세럼 30ml
20250327,5,,배송빠르게와서 좋아요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250325,5,,감사합니다좋아요잘쓸게요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250321,5,,좋아요! 추천해요.,,,,,조선미녀 광채프로폴리스세럼 30ml
20250321,5,,촉촉하게 잘 흡수되네요~ 리치한 느낌은 아니어서 봄가을에 쓰기 좋을 것 같아요.,,,,,조선미녀 광채프로폴리스세럼 30ml
20250321,5,,늘 쓰는 제품입니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20250318,5,,외국인 친구들이 너무 좋아합니다 빠른배송 감사합니다!,,,,,조선미녀 광채프로폴리스세럼 30ml
20250314,5,,잘쓸께요~~~~~~,,,,,조선미녀 광채프로폴리스세럼 30ml
20250314,5,,쫀쫀하고 촉촉해요 건성이라 갠적으로 프로폴리스 제품을 좋아해서 만족 합니다 다만 용량이 큰 제품이 출시 되면 좋겠어요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250314,5,,배송도 빠르고 너무 좋습니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20250310,5,,선물했는데 만족해해요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250228,5,,꾸준히바르고있어요 3병째구매중~,,,,,조선미녀 광채프로폴리스세럼 30ml
20250227,5,,화장전 바르면 화장이 잘 먹어서 두병째 사용중이에요!,,,,,조선미녀 광채프로폴리스세럼 30ml
20250226,5,,감사합니다 잘 받았어요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250226,5,,촉촉하고 좋습니다.,,,,,조선미녀 광채프로폴리스세럼 30ml
20250223,5,,외국인 친구가 사용해보고 싶다고해서 주문했는데 아주 좋다고 하네요!!,,,,,조선미녀 광채프로폴리스세럼 30ml
20250221,5,,동해물과백두산이 마르고 닳도록,,,,,조선미녀 광채프로폴리스세럼 30ml
20250218,5,,지인주려고 많이 샀어요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250218,5,,촉촉하고너므좋아요조금끈짝이지만제가건성이라전좋아요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250215,5,,빠른배송감사합니다 ^^,,,,,조선미녀 광채프로폴리스세럼 30ml
20250211,5,,세안하고 처음쓰면 부드럽고 조아요^^순해서 더조아요!!감사합니당♡,,,,,조선미녀 광채프로폴리스세럼 30ml
20250207,5,,선물용으로 구매했어요 빠른배송 👍,,,,,조선미녀 광채프로폴리스세럼 30ml
20250206,5,,더써봐야겠지만 일단좋네요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250204,5,,사용감이 아주 좋네요. 도톰하게 발리지만 밀착감있게 피부에 흡수되어서 보습감이 오래 유지되어요. 그렇다고 너무 끈적이는 느낌은 크게 느껴지지 않아서 겨울에 쓰면 정말 좋을 것 같아요!,,,,,조선미녀 광채프로폴리스세럼 30ml
20250127,5,,외국인 친구가 조선미녀 노래를 부르길래 사봤어요. 선물이라 박스개봉은 못해봤는데 유통기한도 2027년까지 넉넉하고 좋아보여요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250126,5,,피부가 쫀득쫀득해지는 기분이에요. 샘플로온 스네일.. 세럼도 좋아서 다음에 그것도 써보려구요. 좋아여,,,,,조선미녀 광채프로폴리스세럼 30ml
20250123,5,,자극없이 순해서 좋아요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250117,5,,배송도 빠르고 만족스럽습니다.,,,,,조선미녀 광채프로폴리스세럼 30ml
20250117,5,,잘 사용하고 있습니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20250111,3,,좋아요!!!!!!!!!!!!!!,,,,,조선미녀 광채프로폴리스세럼 30ml
20250110,5,,빠른 배송 고맙습니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20250109,5,,배송도 빠르고 좋아요♡,,,,,조선미녀 광채프로폴리스세럼 30ml
20250109,5,,배송이 빨라서 좋아요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250108,5,,잘 쓰고 있습니다~~~,,,,,조선미녀 광채프로폴리스세럼 30ml
20250108,5,,사용하니 광이 살아있네,,,,,조선미녀 광채프로폴리스세럼 30ml
20250104,5,,선물하려고 구매했어요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250104,5,,좋아요 광이나요 쫀쫀합니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20250104,5,,피부가 맑아진것 같아요,,,,,조선미녀 광채프로폴리스세럼 30ml
20250102,5,,꾸준히 써볼려구요 쫀쫀한느낌은 들어요~,,,,,조선미녀 광채프로폴리스세럼 30ml
20241230,4,,촉촉합니다 자극적이지 않아요,,,,,조선미녀 광채프로폴리스세럼 30ml
20241227,4,,가격 대비 아주 괜찮아요~,,,,,조선미녀 광채프로폴리스세럼 30ml
20241226,5,,얼굴톤이 환해졌어요 꾸준히 사용해볼께요~^^,,,,,조선미녀 광채프로폴리스세럼 30ml
20241220,5,,매일 사용하는데 피부가 쫀쫀해지는 느낌입니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20241220,5,,자주 이용할거 같아요,,,,,조선미녀 광채프로폴리스세럼 30ml
20241219,5,,소문듣고 샀는데 한달째써보니 흡수도잘되고 좋네요~~~,,,,,조선미녀 광채프로폴리스세럼 30ml
20241217,5,,조아요 조아요 조아요,,,,,조선미녀 광채프로폴리스세럼 30ml
20241215,5,,잘쓰고있어요 촉촉하고좋네요,,,,,조선미녀 광채프로폴리스세럼 30ml
20241210,4,,선물했는데 좋아해요~,,,,,조선미녀 광채프로폴리스세럼 30ml
20241209,5,,항상 잘 쓰고 있습니다~~~,,,,,조선미녀 광채프로폴리스세럼 30ml
20241207,4,,인스타광고가많아서 호기심겸구매했는데 보습용입니다.양이좀작아요,,,,,조선미녀 광채프로폴리스세럼 30ml
20241206,5,,고민하다 샀는데 좋네요 만족합니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20241205,5,,화장품에 대해서 잘은 모르지만 지인분께 선물로 드렸는데 받으시는 분이 너무 좋아하셨습니다~,,,,,조선미녀 광채프로폴리스세럼 30ml
20241202,4,,괜찮아요 추가 구매해요,,,,,조선미녀 광채프로폴리스세럼 30ml
20241124,5,,피부가촉촉해져요만족합니다.,,,,,조선미녀 광채프로폴리스세럼 30ml
20241123,4,,후기가 좋아서 주문 샘플도 보내줘서 감사 꾸준히 잘 써볼께요,,,,,조선미녀 광채프로폴리스세럼 30ml
20241121,5,,선물용으로 샀는데 좋아요!,,,,,조선미녀 광채프로폴리스세럼 30ml
20241121,5,,촉촉하니 쫀쫀해용 쭈욱 길게 써보렵니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20241114,4,,용기가 많이작아요~꾸준히 써보려구오~,,,,,조선미녀 광채프로폴리스세럼 30ml
20241113,5,,촉촉하고보습효과에좋아요,,,,,조선미녀 광채프로폴리스세럼 30ml
20241112,4,,상품에 만족 하고 감사합니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20241112,4,,한달써본 후기 백지영이 극찬한 괭채프로폴리스세럼 써보니 극찬정도는 아니고 광도나고 촉촉하고 좋아요 단 너무 해퍼요 ㅎㅎㅎ 점성이 강해서그런가 세방울 쓰는데 팍팍줄어드네요,,,,,조선미녀 광채프로폴리스세럼 30ml
20241112,3,,흠... 꿀에 느낌이 더 강해서 확실히 보습감을 주면 어떨까 싶었어요. 지금 제품은 크게 차별화 되지는 않아요. 그저 가볍게 새로운 제품을 사용햐보고 싶다면 추천드려요.,,,,,조선미녀 광채프로폴리스세럼 30ml
20241112,5,,올리브영에서 우연치않게 구입해보고 괜찮아서 재구입!!,,,,,조선미녀 광채프로폴리스세럼 30ml
20241111,5,,아주잘사용하고있어요 좋아요.촉촉하고.광도나구요 굿입니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20241110,5,,굿입니다요요 짱입니다,,,,,조선미녀 광채프로폴리스세럼 30ml
20241108,5,,만족합니다 재구매의사있어요,,,,,조선미녀 광채프로폴리스세럼 30ml
